ID,Sampling site,Sampling time,C3mean,C3sd,C35,C325,C350,C375,C395,C4mean,C4sd,C45,C425,C450,C475,C495,Soilmean,Soilsd,Soil5,Soil25,Soil50,Soil75,Soil95,Planktonmean,Planktonsd,Plankton5,Plankton25,Plankton50,Plankton75,Plankton95
78,B10,Mar-18,0.776563384,0.089630945,0.625292021,0.726157322,0.784658417,0.836860776,0.906032971,0.098108444,0.072703649,0.017761833,0.046922672,0.083245705,0.129886803,0.223595355,0.070930222,0.053837501,0.012317807,0.032847447,0.05791968,0.093845791,0.169243191,0.05439795,0.035821149,0.011056939,0.027290894,0.045715963,0.073519517,0.124701658
79,B9,Mar-18,0.378644258,0.175650374,0.063192559,0.246705445,0.404892435,0.514808728,0.633472135,0.479960978,0.18018798,0.224205964,0.348134644,0.456325655,0.606369872,0.810847114,0.089001416,0.09758229,0.014399346,0.0353429,0.064134391,0.105733089,0.228750508,0.052393349,0.032398771,0.012046112,0.028330135,0.046436896,0.070139448,0.11521106
80,B8,Mar-18,0.608716093,0.115704741,0.415385137,0.539306572,0.61249289,0.686787545,0.791678307,0.099291815,0.067875196,0.021272954,0.051207732,0.086025608,0.130673127,0.220711989,0.131644118,0.093578075,0.025611459,0.062457236,0.110181803,0.176170272,0.307721045,0.160347974,0.081739386,0.03624542,0.096986011,0.155065732,0.217777051,0.299758868
81,B7,Mar-18,0.464673903,0.128705788,0.240806839,0.385782742,0.469374631,0.549136733,0.668606758,0.099444954,0.068119533,0.022203973,0.051448902,0.083899178,0.130683404,0.224229777,0.156533619,0.114944824,0.028899015,0.074621405,0.129049032,0.210213315,0.374579465,0.279347524,0.107264175,0.093634582,0.207573,0.281758692,0.355482086,0.445980464
82,B6,Mar-18,0.29883529,0.132085676,0.074118415,0.200679527,0.303175602,0.395361033,0.510757871,0.395952477,0.149282783,0.160706112,0.294037024,0.386146649,0.489644339,0.659689632,0.198566071,0.148117492,0.035066973,0.091310983,0.159676357,0.269764572,0.499171638,0.106646163,0.059673454,0.025726459,0.059831663,0.097484287,0.144851369,0.216732553
83,B5,Mar-18,0.263330948,0.116482465,0.072153095,0.177798642,0.265070056,0.346469676,0.456715835,0.29440328,0.13409738,0.077521454,0.200928883,0.289300265,0.380211422,0.528846636,0.276615535,0.172207061,0.049768437,0.139306613,0.248607096,0.379369591,0.602960472,0.165650236,0.088005883,0.037144053,0.097807607,0.156543752,0.224350546,0.321670919
84,B4,Mar-18,0.157408102,0.087487171,0.036265459,0.088598171,0.145899197,0.214926635,0.31619847,0.22839692,0.116107487,0.048575927,0.142425012,0.222061084,0.306788997,0.427257039,0.355710486,0.200174926,0.064591384,0.19218107,0.342483032,0.498422702,0.708515777,0.258484493,0.132856418,0.051721468,0.151612167,0.259028687,0.354339932,0.481557622
85,B3,Mar-18,0.12670377,0.072408193,0.029366246,0.069921852,0.116214525,0.171253332,0.265473546,0.234088442,0.114144077,0.051028562,0.146874273,0.233993913,0.316342147,0.425064392,0.389003584,0.207147839,0.068725928,0.220151478,0.385752783,0.543466592,0.737462176,0.250204204,0.138272378,0.046974304,0.135663128,0.239767466,0.355160491,0.484412783
86,B1,Mar-18,0.203092229,0.102839997,0.050976643,0.123237056,0.195993673,0.27446448,0.377211734,0.252031917,0.120373531,0.060065635,0.163630086,0.249345324,0.332723931,0.4567249,0.322240793,0.185261982,0.061600867,0.173423427,0.302268482,0.446351638,0.663505413,0.22263506,0.111647893,0.04972458,0.133098961,0.219324821,0.303996882,0.411846021
87,X2,Mar-18,0.236470535,0.109698261,0.063627061,0.152694716,0.234382903,0.314567626,0.420391297,0.153462678,0.089368778,0.033356603,0.08572773,0.139033985,0.207738538,0.320452125,0.270601978,0.171247804,0.049123978,0.138220224,0.243089725,0.371813023,0.602786973,0.33946481,0.132670278,0.094900737,0.253509479,0.351270401,0.431855471,0.540493352
88,X1,Mar-18,0.621718606,0.120793756,0.418051155,0.554447319,0.630571566,0.700072224,0.798760963,0.146817311,0.094545856,0.033326021,0.080528375,0.12907826,0.192157512,0.312031081,0.132879287,0.096667787,0.025552719,0.064030361,0.113044724,0.177400015,0.311777429,0.098584796,0.056249661,0.023365925,0.05432278,0.090385414,0.134147731,0.202891991
89,L3,May-18,0.204372089,0.101647908,0.05080801,0.126354198,0.198948867,0.274543668,0.380888103,0.096266701,0.060526311,0.020711298,0.049125491,0.084779719,0.130605992,0.213139367,0.160199541,0.124680186,0.028465529,0.072914118,0.127915284,0.209028061,0.400266936,0.53916167,0.121315916,0.333196932,0.472323911,0.546399085,0.617201176,0.718094629
90,L2,May-18,0.194152274,0.099625009,0.043812953,0.117492878,0.188060588,0.263795694,0.364722977,0.086890433,0.055610549,0.018920633,0.044640379,0.075676035,0.117605309,0.193799881,0.131826886,0.103595498,0.022415798,0.059420235,0.107199572,0.173532087,0.324351205,0.587130407,0.11185555,0.402889269,0.522395245,0.589024963,0.659149643,0.764119971
91,L1,May-18,0.185146377,0.095505569,0.044449862,0.11119825,0.176963036,0.25132767,0.353411188,0.094909172,0.060350541,0.020890852,0.04875786,0.082761526,0.130066399,0.21037034,0.155934743,0.120207047,0.026319316,0.069938354,0.128211944,0.206276617,0.377246162,0.564009708,0.119961851,0.367890416,0.496153348,0.569199263,0.639370294,0.746125516
92,B10,May-18,0.16830518,0.088008431,0.039460507,0.099181395,0.160483179,0.225748183,0.322614611,0.113754034,0.068469664,0.02334829,0.060310612,0.102001104,0.154948609,0.2452115,0.21000442,0.149418874,0.035870156,0.095396755,0.174699964,0.286660591,0.504863398,0.507936366,0.135843439,0.255225761,0.434227834,0.522763068,0.597125129,0.702039135
93,B9,May-18,0.218763078,0.10452632,0.055478682,0.138855813,0.211704259,0.290150815,0.400977925,0.114109595,0.070548329,0.024292826,0.061275105,0.101717648,0.154161301,0.247451004,0.198751341,0.150298243,0.033812814,0.088150086,0.160516364,0.266692864,0.496445742,0.468375985,0.135625599,0.210594823,0.397210203,0.480995283,0.557144391,0.670810533
94,B8,May-18,0.123961206,0.074111102,0.026264323,0.0661349,0.112539428,0.167105638,0.267471666,0.092184639,0.055602882,0.021878622,0.049894309,0.081974063,0.123509728,0.200767443,0.1671097,0.129422145,0.026785109,0.072623689,0.133891963,0.226559546,0.418544128,0.616744455,0.127573572,0.387905932,0.548633335,0.630392298,0.698792425,0.79948493
95,B7,May-18,0.140287782,0.079991198,0.031054305,0.077402961,0.129491594,0.191930427,0.287079817,0.111687637,0.067512298,0.026394556,0.059639353,0.09891709,0.15222711,0.238347198,0.219954191,0.158852522,0.033539122,0.097052512,0.182914572,0.29966164,0.534457006,0.528070391,0.144501619,0.253073578,0.450727753,0.546604247,0.626439977,0.734405408
96,B6,May-18,0.31604131,0.121681955,0.105577829,0.234463928,0.320588463,0.397953813,0.509703675,0.091413478,0.062718829,0.019152862,0.044779633,0.07739015,0.121734841,0.213443391,0.140021554,0.112140377,0.024902408,0.06318472,0.109038405,0.186680889,0.359142164,0.452523658,0.117215631,0.250108157,0.38533934,0.457333326,0.527400507,0.633620928
97,B5,May-18,0.312892727,0.121229196,0.103402827,0.235124493,0.314809813,0.392246322,0.509415473,0.077055204,0.055604057,0.015846124,0.037734725,0.063245638,0.100495015,0.187846027,0.111966594,0.091818985,0.021271318,0.049589552,0.087357343,0.145009777,0.277987762,0.498085475,0.108659786,0.319285026,0.433123152,0.499012977,0.566794767,0.674708164
98,B4,May-18,0.208549418,0.102746343,0.050976935,0.128587843,0.204376534,0.279593654,0.382123572,0.075758623,0.050984584,0.016157156,0.038170854,0.063162743,0.102086625,0.172444698,0.106703047,0.083804469,0.020619438,0.047687028,0.084343504,0.14288119,0.262828824,0.608988913,0.104427652,0.442624754,0.543105217,0.606560364,0.678246594,0.780386592
99,B3,May-18,0.188785011,0.095775276,0.045135607,0.115318397,0.183152615,0.253905443,0.358894394,0.085306243,0.054173937,0.018766867,0.044134537,0.074116035,0.11607312,0.187978975,0.129413263,0.101968212,0.023085202,0.058536219,0.104613716,0.171025185,0.314798607,0.596495484,0.109319949,0.425213985,0.532796347,0.599715723,0.666127113,0.76546794
100,B2,May-18,0.195351301,0.09806374,0.046366944,0.121160287,0.189956566,0.261914528,0.365773242,0.085034739,0.055771677,0.01871168,0.042769478,0.072714835,0.11420644,0.196080671,0.123448575,0.097891034,0.021190686,0.056716502,0.099559693,0.161173758,0.299921877,0.596165385,0.10929307,0.418987213,0.531322905,0.597350954,0.667575065,0.768784408
101,B1,May-18,0.16543204,0.08948461,0.036682038,0.095414137,0.156006037,0.226016791,0.327830916,0.095079625,0.059089906,0.022103485,0.049763108,0.083213958,0.127579932,0.208145689,0.16139071,0.124897322,0.026254211,0.071021712,0.129913046,0.218200149,0.399463916,0.578097626,0.121373036,0.374526231,0.513299758,0.58418823,0.658331923,0.75598718
102,X2,May-18,0.162627751,0.088997326,0.036836057,0.093027388,0.150544,0.2221534,0.322156661,0.11895725,0.072118929,0.025788008,0.062730425,0.106830622,0.162879758,0.253788076,0.218052995,0.158079366,0.033341605,0.095569911,0.179140822,0.300130689,0.539668402,0.500362004,0.140921274,0.232824591,0.423564659,0.515705326,0.596980363,0.702893406
103,X1,May-18,0.132685848,0.076417369,0.02854194,0.072553767,0.121912261,0.181667414,0.276937301,0.101643761,0.062437032,0.021043462,0.053692122,0.090997188,0.137330889,0.22149877,0.182700336,0.140496412,0.02789861,0.080610426,0.148157613,0.245426259,0.461140206,0.582970055,0.133344536,0.348482071,0.516156169,0.597903996,0.670646616,0.77086673
104,L3,Jul-18,0.133307154,0.075070345,0.030200057,0.074774208,0.122945977,0.181124203,0.271642755,0.101041317,0.060898764,0.022681251,0.054224678,0.089942573,0.13621982,0.220201519,0.196604147,0.150673878,0.03064036,0.086066069,0.157987501,0.260861353,0.508313451,0.569047382,0.141644588,0.296026068,0.496723495,0.585699587,0.661929199,0.767560261
105,L2,Jul-18,0.245441163,0.110143615,0.067454461,0.163027191,0.243706842,0.322782923,0.427068812,0.104724909,0.068178892,0.023036314,0.053036099,0.088446422,0.143877686,0.239120312,0.172720969,0.130949009,0.030929222,0.078561872,0.14011254,0.232554799,0.430085723,0.477112958,0.120110605,0.261735971,0.409486691,0.487426247,0.55428111,0.657836277
106,L1,Jul-18,0.187502758,0.095983617,0.045480434,0.11388588,0.178058905,0.250691896,0.358490117,0.111644463,0.067818123,0.025003794,0.059716436,0.098943367,0.150803534,0.24126345,0.202722753,0.143800268,0.03541053,0.094485008,0.169436396,0.277774112,0.49971594,0.498130026,0.129375023,0.258748176,0.428821023,0.511266907,0.585721294,0.685853211
107,B10,Jul-18,0.188609862,0.099090713,0.041701491,0.112765961,0.179184728,0.256954295,0.364587504,0.147199401,0.084268017,0.031765509,0.083577903,0.134697721,0.197159661,0.305617617,0.269060504,0.174169418,0.045091828,0.133628972,0.236388226,0.375203922,0.606884576,0.395130234,0.141192808,0.126236889,0.308716102,0.413110275,0.492645123,0.600714702
108,B9,Jul-18,0.155231381,0.084550428,0.036075896,0.08970306,0.146441515,0.207908222,0.309420196,0.137538169,0.078241385,0.031639582,0.076287958,0.125772228,0.186986521,0.283319789,0.273353627,0.176555483,0.042966074,0.132457873,0.23970395,0.382254902,0.619664353,0.433876823,0.149994786,0.144518876,0.340666402,0.452455445,0.539074911,0.650008389
109,B8,Jul-18,0.539786043,0.124333276,0.335862983,0.46601405,0.544191231,0.621481288,0.734208069,0.111178056,0.073547601,0.024488601,0.058421599,0.096061502,0.148596251,0.242319453,0.158407823,0.110229443,0.030221574,0.077279141,0.135296766,0.213600123,0.360895644,0.190628078,0.089435434,0.04740106,0.123781151,0.188827238,0.2512407,0.344188144
110,B7,Jul-18,0.485966444,0.129431117,0.261097912,0.410847761,0.491144827,0.569126289,0.692342533,0.143017458,0.088651959,0.033971219,0.077901028,0.125475685,0.190555231,0.311953438,0.187755436,0.127618541,0.03529298,0.092977531,0.160066637,0.257240094,0.42314205,0.183260662,0.089234386,0.04520795,0.114885367,0.179484153,0.245744206,0.332959901
111,B6,Jul-18,0.518702252,0.129053274,0.294615586,0.443772284,0.526059817,0.605312996,0.712872393,0.132805474,0.087119926,0.030276871,0.07078907,0.114773868,0.172806193,0.299852082,0.173718052,0.117694553,0.033389113,0.08836413,0.150009932,0.229798874,0.394616235,0.174774222,0.086127356,0.041902282,0.109052188,0.171096993,0.234071961,0.325681163
112,B5,Jul-18,0.190806679,0.096865169,0.045457671,0.115651172,0.183832094,0.254612935,0.361569305,0.119728409,0.072144019,0.026099729,0.064271143,0.106503927,0.162496274,0.25867911,0.223703527,0.160308404,0.034716997,0.102834139,0.186784061,0.309944808,0.538274969,0.465761385,0.140587891,0.201079926,0.388297292,0.479168535,0.559117942,0.672672179
113,B4,Jul-18,0.314851671,0.124254,0.100978465,0.230039128,0.31956165,0.399796104,0.516566503,0.128552486,0.081186304,0.029470591,0.069048822,0.110785769,0.170828164,0.286593293,0.214221891,0.148619402,0.038352276,0.104108492,0.176975031,0.294462671,0.512676037,0.342373951,0.120331703,0.119764664,0.267887786,0.352908043,0.421885299,0.528415436
114,B3,Jul-18,0.24839091,0.112094678,0.071829077,0.165812647,0.245610887,0.324822809,0.438415527,0.142139127,0.085098739,0.030413576,0.076590749,0.127086121,0.193364531,0.29828942,0.247170897,0.163210892,0.042421656,0.117943027,0.215657623,0.344599733,0.563503485,0.362299066,0.131521686,0.121753668,0.28039032,0.370528312,0.452441397,0.562392368
115,B2,Jul-18,0.174189658,0.092153433,0.037994946,0.102664572,0.16561366,0.235043363,0.335316553,0.129115844,0.076810188,0.026868123,0.071171083,0.116309975,0.174364591,0.273072327,0.253604841,0.173289108,0.045126488,0.120448218,0.214534066,0.346035221,0.596650069,0.443089657,0.148885705,0.143396551,0.361405556,0.461166539,0.542827132,0.654899065
116,B1,Jul-18,0.215849548,0.104392511,0.049777874,0.13757739,0.212019586,0.287464793,0.394329105,0.124901124,0.075716946,0.027366323,0.066582354,0.111105732,0.168345371,0.270952701,0.216790272,0.15084168,0.039687387,0.10239853,0.18319738,0.293983371,0.518041576,0.442459057,0.132744271,0.184851911,0.367996811,0.456657609,0.531330112,0.635047787
117,X2,Jul-18,0.143607099,0.079566477,0.032967354,0.081041236,0.133029504,0.194128609,0.291587938,0.120842965,0.071073256,0.027006231,0.066008841,0.109246971,0.164333063,0.250165871,0.240553781,0.168843483,0.038378342,0.11121024,0.202669946,0.333300574,0.584233834,0.494996155,0.147932357,0.209193834,0.414483891,0.515138798,0.595829719,0.702038461
118,X1,Jul-18,0.152308418,0.084452488,0.033604102,0.086342977,0.141741719,0.205146453,0.306739,0.107958987,0.065046796,0.023982921,0.057885718,0.096154452,0.147447054,0.230382691,0.206004892,0.15063151,0.033507969,0.092885505,0.170686103,0.278507957,0.508168083,0.533727703,0.138223324,0.273021935,0.461449546,0.548754526,0.627156431,0.730158026
119,L3,Sep-18,0.145948695,0.083270201,0.030267222,0.080675311,0.135013015,0.202013068,0.29961991,0.074831591,0.048916299,0.015674211,0.0380863,0.064087827,0.09978128,0.169461,0.109864755,0.082619304,0.020369468,0.051126747,0.08955842,0.145740298,0.266682287,0.669354959,0.099245936,0.509837831,0.605542607,0.671403696,0.736072181,0.828232198
120,L2,Sep-18,0.087288847,0.061564745,0.013589799,0.039369164,0.073317189,0.122723374,0.208488716,0.042550249,0.0298153,0.008639041,0.020775863,0.035061186,0.057493836,0.100625428,0.0474414,0.034865156,0.009051226,0.022308583,0.038729557,0.063261017,0.11480294,0.822719504,0.071700346,0.694792075,0.775311432,0.829076063,0.876943043,0.930299717
121,L1,Sep-18,0.138610648,0.078519182,0.030309794,0.07699309,0.129073171,0.188072498,0.284485319,0.100321625,0.060997021,0.022967919,0.052791804,0.088784488,0.134660078,0.218932701,0.186477311,0.142057927,0.028253624,0.081712927,0.152443665,0.251533262,0.465946392,0.574590415,0.133293749,0.320882071,0.507061041,0.586494622,0.65985504,0.767752243
122,B10,Sep-18,0.197926392,0.098141387,0.049303579,0.123760621,0.188791135,0.265087898,0.366153894,0.113968355,0.068497076,0.025408735,0.061959906,0.101216307,0.155625301,0.245031219,0.205068085,0.148372849,0.034874242,0.092548911,0.169860213,0.278424892,0.490417691,0.483037168,0.130619533,0.240702467,0.415027117,0.495348589,0.568852657,0.672204352
123,B9,Sep-18,0.227007702,0.10756813,0.059698436,0.143588603,0.224314326,0.300414468,0.409784761,0.115232695,0.071090537,0.026902683,0.06114459,0.10049868,0.155865735,0.251700489,0.194509978,0.142882666,0.031200362,0.087542378,0.16012195,0.265562972,0.481480471,0.463249625,0.129506661,0.225093783,0.391333223,0.474965747,0.550312797,0.650250752
124,B8,Sep-18,0.277024949,0.118128223,0.082296187,0.192430773,0.276886738,0.360736699,0.470890841,0.12786207,0.080134461,0.028630439,0.067566284,0.112524436,0.170109098,0.285606029,0.223691553,0.15355565,0.038021393,0.108610378,0.191246702,0.303668455,0.53184352,0.371421428,0.127954967,0.138379508,0.295370202,0.381049188,0.459489034,0.567625094
125,B7,Sep-18,0.329786549,0.123399011,0.113201588,0.251329359,0.330740002,0.414473792,0.5272412,0.115723375,0.07463388,0.025572779,0.060782597,0.099836962,0.152220889,0.257927909,0.18465018,0.136019637,0.03140886,0.086746372,0.152595644,0.243065268,0.461843693,0.369839896,0.120684298,0.148531215,0.298733197,0.378939144,0.450413173,0.549449442
126,B6,Sep-18,0.286341157,0.118031542,0.089080907,0.202388831,0.288824427,0.370547703,0.476558153,0.121971809,0.077202032,0.027624613,0.064060596,0.106243121,0.163045047,0.271628871,0.209248878,0.148091476,0.035659527,0.099106142,0.174825235,0.281757904,0.510764506,0.382438156,0.125176448,0.148580476,0.31090539,0.392771663,0.466304833,0.569028436
127,B5,Sep-18,0.346627505,0.124072213,0.128717766,0.266918913,0.35189378,0.43074212,0.548074178,0.121698888,0.07591083,0.026929653,0.065802849,0.105640051,0.162403887,0.264675791,0.202655355,0.143665229,0.036746655,0.094163976,0.170926896,0.274150571,0.48874223,0.329018251,0.118390614,0.108643149,0.254865997,0.339617971,0.41061197,0.506693631
128,B4,Sep-18,0.273780437,0.115561883,0.082693854,0.190536722,0.273550134,0.35337885,0.463032366,0.124151419,0.077288409,0.030145492,0.065868161,0.109339168,0.164923449,0.274541195,0.211469376,0.147041889,0.038694585,0.09863288,0.180010395,0.288238308,0.500515287,0.390598767,0.126807455,0.154835519,0.314289104,0.399859469,0.475489616,0.58542471
129,B3,Sep-18,0.187318006,0.09751233,0.045633424,0.111623258,0.178654167,0.253896408,0.356947107,0.112539291,0.069904115,0.02484231,0.059170949,0.099841869,0.150410917,0.251012071,0.202265288,0.150676591,0.031045031,0.087800974,0.165614681,0.272700932,0.510973151,0.497877415,0.1356348,0.235564094,0.426799215,0.510714115,0.588629237,0.695769756
130,B2,Sep-18,0.3284019,0.123914022,0.111466676,0.246438527,0.333826436,0.411220804,0.525844486,0.110856015,0.074385113,0.024485463,0.056523937,0.095239388,0.146966549,0.25898366,0.193740348,0.143975629,0.031935227,0.089103576,0.160991538,0.257517968,0.483962909,0.367001737,0.121702255,0.14073981,0.297455441,0.376341391,0.449318649,0.552978654
131,B1,Sep-18,0.193392966,0.09831842,0.048171859,0.115918828,0.186294246,0.260644846,0.362554619,0.111080699,0.06666002,0.025865373,0.060653668,0.098271039,0.148237314,0.241315541,0.195391701,0.144425314,0.032118098,0.086959726,0.161972146,0.26560098,0.474399813,0.500134634,0.131476193,0.262973863,0.429902579,0.510887451,0.58399076,0.694673863
132,X2,Sep-18,0.2024225,0.100923765,0.049192452,0.123570144,0.197600794,0.271885612,0.376250519,0.115294324,0.07202187,0.024919133,0.059653149,0.101823766,0.155610199,0.251917731,0.208371754,0.15584926,0.034859655,0.092827543,0.169642819,0.279393268,0.526369648,0.473911422,0.137285222,0.21584459,0.397262995,0.487679272,0.565610239,0.672410817
133,X1,Sep-18,0.168490219,0.091136674,0.038073415,0.097191718,0.156831955,0.228808771,0.330373578,0.108720223,0.066035696,0.024921743,0.056497168,0.096687107,0.14808432,0.236361097,0.198601701,0.145710853,0.032494532,0.091426312,0.160627181,0.267535011,0.49744766,0.524187857,0.133195201,0.279616914,0.455308258,0.537139077,0.610515859,0.719891663
134,L3,Nov-18,0.158908725,0.085515644,0.038132619,0.091281879,0.150065357,0.214040332,0.311360515,0.118079888,0.069382455,0.026746929,0.06503739,0.106872454,0.159677243,0.247916552,0.22352263,0.157828701,0.036134812,0.104219236,0.189445307,0.306085572,0.536512565,0.499488757,0.142941663,0.221942487,0.4227811,0.516476748,0.597046488,0.70240421
135,L2,Nov-18,0.083395629,0.053130288,0.016331553,0.0428196,0.072274815,0.113907348,0.187042489,0.077352341,0.048232355,0.016755292,0.04075661,0.068093901,0.105286983,0.167942234,0.1622358,0.137420844,0.023058111,0.064910614,0.123758769,0.212120932,0.437615098,0.67701623,0.137211929,0.419701148,0.612309422,0.696843228,0.768768554,0.856285328
136,L1,Nov-18,0.135964513,0.077529791,0.030052202,0.074179805,0.128155914,0.183319099,0.279089567,0.098699791,0.060287262,0.022199636,0.051931492,0.087942349,0.132496773,0.216180926,0.184698786,0.142986687,0.028005139,0.080527482,0.14763573,0.250751849,0.466619859,0.58063691,0.137399488,0.342977807,0.511314728,0.593622273,0.669688697,0.779000559
137,B10,Nov-18,0.222085002,0.104498275,0.062188272,0.14303076,0.218551262,0.292827778,0.401832344,0.12162759,0.075265971,0.02602005,0.064053404,0.107367486,0.165732886,0.260895761,0.220649268,0.156749554,0.038582753,0.103608079,0.183344212,0.29786613,0.547376546,0.435638139,0.133356949,0.180110105,0.360742956,0.450545725,0.524652567,0.637124081
138,B9,Nov-18,0.213208256,0.102753759,0.053964526,0.133013487,0.211617354,0.282992595,0.38919994,0.12851768,0.077333706,0.029933686,0.069300734,0.115297417,0.172385014,0.27661946,0.235186186,0.160412003,0.039861727,0.112055622,0.203754415,0.325079193,0.549284204,0.423087877,0.135292291,0.161947279,0.347384332,0.435366862,0.512021574,0.620902412
139,B8,Nov-18,0.234249984,0.109366262,0.067295341,0.153187063,0.229761315,0.305455868,0.422521314,0.131982401,0.078691338,0.031179518,0.070344094,0.117781233,0.179816763,0.280857912,0.231525359,0.15716978,0.040045828,0.111404105,0.197030131,0.321749113,0.542046951,0.402242256,0.134408213,0.139686814,0.32318267,0.41499742,0.493445466,0.604561103
140,B7,Nov-18,0.265506068,0.115950354,0.078017119,0.180496034,0.264111868,0.347492541,0.454463986,0.129119116,0.078568157,0.028373488,0.068856141,0.114703826,0.176121016,0.280645945,0.226107166,0.155902189,0.038849012,0.106190693,0.19119318,0.308636836,0.539923702,0.37926765,0.128829607,0.139884148,0.300861026,0.390026621,0.467415372,0.574578002
141,B6,Nov-18,0.279937254,0.1203022,0.083867344,0.191400469,0.278637424,0.364923336,0.476899334,0.127384023,0.081173254,0.027079482,0.06559037,0.111441326,0.171782594,0.279885807,0.225184473,0.156268741,0.03762092,0.106186777,0.188763415,0.312926662,0.529022872,0.36749425,0.129287407,0.12629166,0.289562783,0.377565021,0.457769036,0.568130032
142,B5,Nov-18,0.182711283,0.094690096,0.043974465,0.107812379,0.1747109,0.247756945,0.350663314,0.110373661,0.06755895,0.024420672,0.058520974,0.097142795,0.150005369,0.235847039,0.191470151,0.143587034,0.030047043,0.086077226,0.156741031,0.257143718,0.473514468,0.515444906,0.129893771,0.277674704,0.448685188,0.527929064,0.601474992,0.701577917
143,B4,Nov-18,0.187762378,0.095214463,0.043638056,0.113846925,0.181544069,0.254087088,0.351178528,0.106067275,0.065995815,0.02434171,0.055119156,0.092597751,0.143523847,0.23232749,0.183947012,0.140755579,0.031245315,0.081382703,0.148008933,0.246881052,0.462478609,0.522223335,0.131778853,0.292619785,0.452688401,0.532201698,0.607737491,0.717048999
144,B3,Nov-18,0.140518868,0.080486231,0.031427194,0.078227532,0.127407285,0.192397688,0.287245502,0.099026535,0.060048043,0.021942449,0.052642341,0.087930598,0.133136717,0.2157899,0.177329601,0.13630751,0.027406559,0.078309276,0.144310026,0.24020618,0.432087516,0.583124997,0.130729094,0.349818562,0.51472271,0.59429238,0.670632279,0.770487769
145,B2,Nov-18,0.164341077,0.088502099,0.034631001,0.094183749,0.157582829,0.222361247,0.324308565,0.097606948,0.06068148,0.022721064,0.050351625,0.086468152,0.131580039,0.215844568,0.172678359,0.130289583,0.028961859,0.078087544,0.14060161,0.231040491,0.421673812,0.565373615,0.126359021,0.344949124,0.497822061,0.573864331,0.646837973,0.747596071
146,B1,Nov-18,0.123430307,0.072614282,0.026207037,0.065900467,0.111792847,0.170308369,0.257205668,0.094542578,0.056965021,0.020555575,0.050625745,0.084606928,0.127792031,0.202896406,0.183826027,0.138785497,0.031634075,0.08082495,0.150651551,0.249595377,0.450896102,0.598201088,0.132398478,0.362618451,0.533625008,0.613597357,0.685540543,0.78394473
147,X2,Nov-18,0.187082439,0.096720055,0.044922645,0.113311625,0.179539381,0.253521597,0.358675768,0.11261265,0.068160757,0.02732548,0.061038646,0.10067937,0.151058261,0.241554151,0.201471019,0.147031858,0.033426911,0.090334355,0.165894709,0.271601762,0.490555825,0.498833893,0.133314115,0.254428226,0.426972776,0.511335696,0.588147312,0.694290443
148,X1,Nov-18,0.094531127,0.059178341,0.018838838,0.047972516,0.083418086,0.128946295,0.205121481,0.083557826,0.051933057,0.017393315,0.04412523,0.073437732,0.114815559,0.184772457,0.16092756,0.132207104,0.024592036,0.065330344,0.126152761,0.216474339,0.415358493,0.660983487,0.132722643,0.432301016,0.594966002,0.677163956,0.748712652,0.836847133
149,L3,Jan-19,0.068066179,0.045263129,0.013736847,0.034296337,0.057531626,0.093026632,0.156212038,0.071782849,0.045480365,0.015953903,0.037015206,0.062062393,0.09735636,0.159401208,0.165943853,0.156905023,0.020669356,0.05974737,0.115396391,0.215000276,0.495862259,0.694207119,0.156249649,0.390472196,0.637072184,0.725935629,0.794374788,0.876438237
150,L2,Jan-19,0.138137648,0.077341256,0.030868317,0.077489842,0.128084233,0.190087731,0.279571634,0.107469967,0.062901855,0.023940605,0.058642035,0.097090605,0.147447979,0.224270815,0.206535084,0.155235064,0.031242922,0.089875223,0.170563359,0.281093051,0.512881054,0.5478573,0.143579482,0.268431653,0.478584561,0.567743562,0.643689859,0.746062035
151,L1,Jan-19,0.087779613,0.054834612,0.018761652,0.044789345,0.077685248,0.120144176,0.189537002,0.082922573,0.050618949,0.018545543,0.044074528,0.073974494,0.113442914,0.1797247,0.193812715,0.160769171,0.02592767,0.076606395,0.148855895,0.262031093,0.528875702,0.635485099,0.157149571,0.316731731,0.563255735,0.663607646,0.740452846,0.83775157
152,B10,Jan-19,0.061409993,0.041042579,0.012426017,0.030397533,0.052769383,0.083221357,0.138321609,0.060024579,0.039448966,0.012464882,0.030614546,0.050952313,0.080824926,0.138138932,0.12441708,0.12384727,0.016256714,0.04600774,0.087824318,0.159955264,0.335210038,0.754148348,0.128079259,0.548265605,0.703980241,0.775736192,0.834435247,0.902676764
153,B9,Jan-19,0.153398303,0.083440873,0.034710943,0.088604212,0.144255757,0.208355871,0.301939346,0.097767725,0.060024113,0.020928868,0.05123365,0.086123111,0.134910454,0.210658989,0.173074039,0.132630297,0.030584353,0.077876778,0.142145469,0.230128153,0.429005217,0.575759933,0.12825746,0.352917399,0.510854798,0.585738038,0.657032022,0.764327792
154,B8,Jan-19,0.160474702,0.087080344,0.036166644,0.092955458,0.150654371,0.219351782,0.3175821,0.117639494,0.070012051,0.025586991,0.063621142,0.105578216,0.160175021,0.2484099,0.212141659,0.155309318,0.034541857,0.096407607,0.176319138,0.285081715,0.515142471,0.509744145,0.140061887,0.229928725,0.440328521,0.525510256,0.6024267,0.704774421
